hour,bus_id,demandP,demandQ
1,1,283.366836786,28.336683678600004
2,1,275.27389816500005,27.527389816500005
3,1,270.32930526300004,27.032930526300007
4,1,268.560571713,26.8560571713
5,1,269.775102084,26.977510208400005
6,1,276.248666877,27.624866687700003
7,1,290.15091258,29.015091258
8,1,312.71209164000004,31.271209164000005
9,1,340.076364918,34.00763649180001
10,1,336.601786122,33.660178612200006
11,1,327.997880031,32.799788003100005
12,1,314.40221481000003,31.440221481000005
13,1,294.989381469,29.498938146900002
14,1,302.92116881100003,30.292116881100004
15,1,307.66137472500003,30.766137472500006
16,1,313.56108374400003,31.356108374400005
17,1,325.36836282,32.536836282
18,1,323.10831439500004,32.31083143950001
19,1,318.627522735,31.862752273500003
20,1,310.019686125,31.001968612500004
21,1,302.614588329,30.261458832900004
22,1,291.22394426700004,29.122394426700005
23,1,286.039589706,28.603958970600004
24,1,289.56526524900005,28.956526524900006
1,2,251.26208089399998,25.1262080894
2,2,244.086052035,24.408605203500002
3,2,239.70166917699999,23.9701669177
4,2,238.133328727,23.813332872700002
5,2,239.210255836,23.9210255836
6,2,244.95038188299998,24.4950381883
7,2,257.27753781999996,25.727753781999997
8,2,277.28259156,27.728259156000004
9,2,301.54656092199997,30.1546560922
10,2,298.465643238,29.8465643238
11,2,290.836538249,29.0836538249
12,2,278.78122799,27.878122799
13,2,261.567820251,26.1567820251
14,2,268.60095586899996,26.860095586899998
15,2,272.804108275,27.2804108275
16,2,278.03539497599996,27.8035394976
17,2,288.50493878,28.850493877999998
18,2,286.500948205,28.6500948205
19,2,282.52781906499996,28.252781906499997
20,2,274.895228875,27.4895228875
21,2,268.329110191,26.8329110191
22,2,258.228997693,25.8228997693
23,2,253.63201757399997,25.3632017574
24,2,256.758242871,25.6758242871
1,3,321.278548096,32.1278548096
2,3,312.10285344,31.210285344
3,3,306.496722368,30.6496722368
4,3,304.491349568,30.4491349568
5,3,305.868372224,30.5868372224
6,3,313.208036672,31.3208036672
7,3,328.97026688,32.897026688000004
8,3,354.54991104,35.454991104
9,3,385.575256448,38.5575256448
10,3,381.635812992,38.163581299200004
11,3,371.880788416,37.188078841599996
12,3,356.46615615999997,35.646615616
13,3,334.456075584,33.445607558400006
14,3,343.44905849599996,34.344905849599996
15,3,348.8234576,34.88234576
16,3,355.512489984,35.551248998400006
17,3,368.89946752,36.889946752
18,3,366.33704672,36.633704672
19,3,361.25676896,36.125676896
20,3,351.49728799999997,35.1497288
21,3,343.10146054399996,34.3101460544
22,3,330.186859712,33.0186859712
23,3,324.308889216,32.4308889216
24,3,328.30626566399997,32.8306265664
1,4,189.614717776,18.9614717776
2,4,184.19933364,18.419933364
3,4,180.890662808,18.0890662808
4,4,179.70711600799999,17.970711600799998
5,4,180.519818144,18.0519818144
6,4,184.851599432,18.4851599432
7,4,194.15427728,19.415427728
8,4,209.25107423999998,20.925107424
9,4,227.561858288,22.7561858288
10,4,225.236846352,22.5236846352
11,4,219.479548696,21.9479548696
12,4,210.38201895999998,21.038201896
13,4,197.391935304,19.7391935304
14,4,202.699485176,20.2699485176
15,4,205.87139059999998,20.58713906
16,4,209.819176704,20.9819176704
17,4,217.72000912,21.772000912
18,4,216.20769932,21.620769932
19,4,213.20938076,21.320938076
20,4,207.44945299999998,20.744945299999998
21,4,202.49433706399998,20.249433706399998
22,4,194.87229567199998,19.4872295672
23,4,191.40318849599998,19.1403188496
24,4,193.762391784,19.3762391784
1,5,121.15699494799999,12.1156994948
2,5,117.69675896999999,11.769675896999999
3,5,115.582637134,11.5582637134
4,5,114.826393234,11.4826393234
5,5,115.34568071199999,11.534568071199999
6,5,118.113533386,11.8113533386
7,5,124.05761043999999,12.405761044
8,5,133.70392152,13.370392152
9,5,145.403854924,14.5403854924
