hour,bus_id,demandP,demandQ
1,1,252.347180838,25.234718083800004
2,1,241.93916652600004,24.193916652600006
3,1,235.45381017600002,23.545381017600004
4,1,232.45875469800004,23.245875469800005
5,1,232.859667636,23.2859667636
6,1,237.04173985200003,23.704173985200004
7,1,250.51948950300002,25.0519489503
8,1,276.30369414300003,27.630369414300006
9,1,310.45597373400005,31.045597373400007
10,1,327.192123636,32.7192123636
11,1,328.97264874300004,32.89726487430001
12,1,328.15117027200006,32.81511702720001
13,1,320.61636534900003,32.0616365349
14,1,330.75710436900005,33.0757104369
15,1,334.58149935600005,33.458149935600005
16,1,335.95325048700005,33.595325048700005
17,1,339.75406236000003,33.975406236000005
18,1,339.40031565000004,33.940031565000005
19,1,333.972268911,33.397226891100004
20,1,330.316886241,33.031688624100006
21,1,318.82797920400003,31.882797920400005
22,1,302.657824038,30.265782403800003
23,1,285.81948064200003,28.581948064200006
24,1,275.49400722900003,27.549400722900003
1,2,223.75687460199998,22.375687460199998
2,2,214.52806235399999,21.4528062354
3,2,208.777480704,20.877748070400003
4,2,206.12175754199998,20.6121757542
5,2,206.477248044,20.6477248044
6,2,210.185501908,21.0185501908
7,2,222.136256137,22.213625613700003
8,2,244.999174697,24.4999174697
9,2,275.282086186,27.528208618600004
10,2,290.122072044,29.0122072044
11,2,291.700868097,29.170086809700003
12,2,290.972461088,29.0972461088
13,2,284.291330771,28.4291330771
14,2,293.28314935099996,29.328314935099996
15,2,296.674249924,29.6674249924
16,2,297.890585073,29.789058507300002
17,2,301.26077444,30.126077444
18,2,300.94710635,30.094710635000002
19,2,296.13404376899996,29.613404376899997
20,2,292.892806839,29.289280683900003
21,2,282.705564316,28.2705564316
22,2,268.367447402,26.8367447402
23,2,253.436846318,25.343684631800002
24,2,244.28122329099998,24.4281223291
1,3,286.10876556799997,28.610876556799997
2,3,274.30826073599997,27.4308260736
3,3,266.955227136,26.695522713600003
4,3,263.559462528,26.3559462528
5,3,264.014013696,26.401401369600002
6,3,268.75560627199997,26.8755606272
7,3,284.036547008,28.403654700800004
8,3,313.270426048,31.3270426048
9,3,351.991946624,35.1991946624
10,3,370.967229696,37.0967229696
11,3,372.985971648,37.2985971648
12,3,372.054587392,37.2054587392
13,3,363.511699264,36.351169926400004
14,3,375.009169984,37.5009169984
15,3,379.345231616,37.9345231616
16,3,380.90050963199997,38.0900509632
17,3,385.20983295999997,38.520983296
18,3,384.8087584,38.48087584
19,3,378.654492096,37.8654492096
20,3,374.510054976,37.4510054976
21,3,361.48404454399997,36.1484044544
22,3,343.15048076799997,34.3150480768
23,3,324.059331712,32.405933171200004
24,3,312.352410944,31.2352410944
1,4,168.857937008,16.8857937008
2,4,161.89342161599998,16.1893421616
3,4,157.55375001599998,15.7553750016
4,4,155.54961076799998,15.554961076799998
5,4,155.817881376,15.5817881376
6,4,158.616312032,15.8616312032
7,4,167.634938648,16.7634938648
8,4,184.88842088799998,18.4888420888
9,4,207.741394544,20.7741394544
10,4,218.940377376,21.8940377376
11,4,220.13181448799997,22.013181448799997
12,4,219.58212275199998,21.958212275199998
13,4,214.540213384,21.4540213384
14,4,221.32588170399998,22.1325881704
15,4,223.884972896,22.3884972896
16,4,224.80287919199998,22.4802879192
17,4,227.34618976,22.734618976
18,4,227.1094804,22.71094804
19,4,223.47730677599998,22.347730677599998
20,4,221.031310056,22.1031310056
21,4,213.343516064,21.334351606400002
22,4,202.523268208,20.2523268208
23,4,191.255902672,19.1255902672
24,4,184.34661946399999,18.4346619464
1,5,107.89415748399999,10.7894157484
2,5,103.444082268,10.3444082268
3,5,100.671187968,10.0671187968
4,5,99.390614964,9.9390614964
5,5,99.562030248,9.9562030248
6,5,101.350126936,10.1350126936
7,5,107.112705454,10.7112705454
8,5,118.137060974,11.8137060974
9,5,132.739290412,13.2739290412
10,5,139.895038248,13.9895038248
11,5,140.656323774,14.0656323774
