hour,bus_id,demandP,demandQ
1,1,230.67429907200003,23.067429907200005
2,1,222.872218857,22.287221885700003
3,1,218.24599799400002,21.824599799400005
4,1,216.66985987500001,21.666985987500002
5,1,217.93155647400002,21.793155647400003
6,1,224.34223296300001,22.434223296300004
7,1,235.48132380900003,23.548132380900004
8,1,247.05277174500003,24.705277174500004
9,1,254.28492670500003,25.428492670500006
10,1,246.79335749100002,24.679335749100005
11,1,238.82619547800002,23.882619547800005
12,1,230.06506862700002,23.006506862700004
13,1,218.937769338,21.8937769338
14,1,231.84559373400003,23.184559373400006
15,1,240.48487449600003,24.048487449600003
16,1,251.18767773300002,25.118767773300004
17,1,265.463322741,26.546332274100003
18,1,271.95260961,27.195260961000002
19,1,274.633223568,27.463322356800003
20,1,270.486526023,27.048652602300002
21,1,263.639561925,26.3639561925
22,1,256.993054296,25.699305429600003
23,1,249.36784743600003,24.936784743600004
24,1,245.66529853800003,24.566529853800006
1,2,204.539476288,20.4539476288
2,2,197.62135230299998,19.7621352303
3,2,193.519270726,19.351927072600002
4,2,192.12170512499998,19.2121705125
5,2,193.240454646,19.3240454646
6,2,198.924817477,19.892481747700003
7,2,208.80187711099998,20.8801877111
8,2,219.062308855,21.9062308855
9,2,225.47507869499998,22.5475078695
10,2,218.83228558899998,21.8832285589
11,2,211.767783162,21.1767783162
12,2,203.99927013299998,20.3999270133
13,2,194.132666102,19.4132666102
14,2,205.578066186,20.5578066186
15,2,213.238537984,21.323853798400002
16,2,222.72874030699998,22.2728740307
17,2,235.386990339,23.538699033900002
18,2,241.14105719,24.114105719
19,2,243.517964272,24.3517964272
20,2,239.841077217,23.9841077217
21,2,233.76985707499998,23.376985707499998
22,2,227.876382184,22.7876382184
23,2,221.11509224399998,22.1115092244
24,2,217.83203290199998,21.7832032902
1,3,261.536264192,26.1536264192
2,3,252.69034195199998,25.2690341952
3,3,247.445177984,24.7445177984
4,3,245.658168,24.5658168
5,3,247.08866726399998,24.7088667264
6,3,254.357029568,25.4357029568
7,3,266.986421824,26.6986421824
8,3,280.10601632,28.010601632
9,3,288.30576288,28.830576288
10,3,279.811894976,27.981189497600003
11,3,270.778804608,27.0778804608
12,3,260.845524672,26.0845524672
13,3,248.229501568,24.8229501568
14,3,262.864266624,26.2864266624
15,3,272.659398656,27.265939865600004
16,3,284.794132288,28.479413228800002
17,3,300.979718976,30.097971897600004
18,3,308.33720896,30.833720896000003
19,3,311.376462848,31.137646284800002
20,3,306.674977728,30.6674977728
21,3,298.9119568,29.89119568
22,3,291.37621145599996,29.137621145599997
23,3,282.73082649599996,28.2730826496
24,3,278.532912768,27.853291276800004
1,4,154.355543552,15.4355543552
2,4,149.134787112,14.9134787112
3,4,146.039154704,14.6039154704
4,4,144.98448299999998,14.4984483
5,4,145.828746384,14.5828746384
6,4,150.11844600799998,15.011844600799998
7,4,157.572160744,15.7572160744
8,4,165.31518692,16.531518692000002
9,4,170.15457827999998,17.015457828
10,4,165.141600056,16.5141600056
11,4,159.810379248,15.9810379248
12,4,153.94787743199998,15.394787743199998
13,4,146.502053008,14.6502053008
14,4,155.139314544,15.513931454400002
15,4,160.920283136,16.0920283136
16,4,168.082056328,16.8082056328
17,4,177.634594056,17.7634594056
18,4,181.97689576,18.197689576
19,4,183.770626688,18.3770626688
20,4,180.995866968,18.0995866968
21,4,176.4142258,17.64142258
22,4,171.966719936,17.196671993600003
23,4,166.86431817599998,16.6864318176
24,4,164.386760208,16.4386760208
1,5,98.627648896,9.862764889600001
2,5,95.291773026,9.5291773026
