hour,bus_id,demandP,demandQ
1,1,238.48030980600004,23.848030980600004
2,1,229.09029991500003,22.909029991500006
3,1,223.71728044200003,22.371728044200005
4,1,221.429718384,22.1429718384
5,1,222.12542024700002,22.212542024700003
6,1,225.70219253700003,22.570219253700003
7,1,231.38965353000003,23.138965353000003
8,1,233.81871427200002,23.381871427200004
9,1,232.63562805300003,23.263562805300005
10,1,220.639684065,22.063968406500003
11,1,215.76190998600003,21.576190998600005
12,1,208.23496610100003,20.823496610100005
13,1,201.19933709100002,20.119933709100003
14,1,205.67619823200002,20.567619823200005
15,1,210.369237918,21.036923791800003
16,1,218.62725833700003,21.862725833700004
17,1,230.277316653,23.027731665300003
18,1,236.80197819300002,23.680197819300005
19,1,239.19566426400002,23.919566426400003
20,1,237.11248919400003,23.711248919400006
21,1,235.76039065800003,23.576039065800003
22,1,232.682794281,23.2682794281
23,1,230.55245298300002,23.055245298300004
24,1,231.34248730200002,23.134248730200003
1,2,211.461085474,21.1461085474
2,2,203.134940285,20.313494028500003
3,2,198.370670518,19.837067051800002
4,2,196.342283536,19.6342283536
5,2,196.95916411299999,19.6959164113
6,2,200.13069702299998,20.0130697023
7,2,205.17378287,20.517378287
8,2,207.327637088,20.7327637088
9,2,206.278591587,20.6278591587
10,2,195.641758135,19.5641758135
11,2,191.316623694,19.1316623694
12,2,184.642463779,18.4642463779
13,2,178.403953989,17.8403953989
14,2,182.37359792799998,18.2373597928
15,2,186.53492792199998,18.653492792199998
16,2,193.85733522299998,19.3857335223
17,2,204.18747098699998,20.4187470987
18,2,209.97290464699998,20.9972904647
19,2,212.09539205599998,21.2095392056
20,2,210.248235526,21.0248235526
21,2,209.049326382,20.904932638200002
22,2,206.32041399899998,20.6320413999
23,2,204.431435057,20.4431435057
24,2,205.13196045799998,20.5131960458
1,3,270.386642816,27.038664281600003
2,3,259.74034144,25.974034144
3,3,253.648464512,25.364846451200002
4,3,251.054849024,25.1054849024
5,3,251.843628992,25.1843628992
6,3,255.898938432,25.589893843200002
7,3,262.34732608,26.234732608
8,3,265.101371392,26.510137139199998
9,3,263.759999808,26.3759999808
10,3,250.15911584,25.015911584
11,3,244.62874329599998,24.462874329599998
12,3,236.09476793599998,23.6094767936
13,3,228.117840576,22.8117840576
14,3,233.19366195199999,23.3193661952
15,3,238.514584448,23.851458444800002
16,3,247.87744723199998,24.7877447232
17,3,261.086169408,26.1086169408
18,3,268.483766848,26.8483766848
19,3,271.197704704,27.1197704704
20,3,268.835821184,26.8835821184
21,3,267.302825088,26.730282508800002
22,3,263.813476416,26.3813476416
23,3,261.398116288,26.1398116288
24,3,262.293849472,26.2293849472
1,4,159.578930096,15.9578930096
2,4,153.29561164,15.329561164000001
3,4,149.700259472,14.9700259472
4,4,148.16953894399998,14.8169538944
5,4,148.635067352,14.8635067352
6,4,151.028461992,15.1028461992
7,4,154.83422248,15.483422248
8,4,156.459626752,15.6459626752
9,4,155.667965448,15.566796544799999
10,4,147.64088804,14.764088804
11,4,144.376928976,14.4376928976
12,4,139.340279816,13.9340279816
13,4,134.632393656,13.463239365600002
14,4,137.628082112,13.7628082112
15,4,140.768426288,14.076842628800001
16,4,146.29427479199998,14.629427479199999
17,4,154.089903048,15.4089903048
18,4,158.455875688,15.8455875688
19,4,160.057609024,16.0057609024
20,4,158.663653904,15.8663653904
21,4,157.758898128,15.775889812800001
22,4,155.699526696,15.5699526696
23,4,154.274010328,15.4274010328
24,4,154.802661232,15.4802661232
1,5,101.965205308,10.1965205308
2,5,97.95039047,9.795039047000001
3,5,95.653089556,9.5653089556
4,5,94.675014112,9.4675014112
5,5,94.972470046,9.4972470046
6,5,96.501763266,9.6501763266
7,5,98.93350754,9.893350754
8,5,99.972082496,9.9972082496
9,5,99.466239354,9.9466239354
10,5,94.33722517,9.433722517
11,5,92.251672548,9.2251672548
12,5,89.033434618,8.9033434618
13,5,86.025264438,8.6025264438
14,5,87.939401776,8.7939401776
