hour,bus_id,demandP,demandQ
1,1,256.18336738200003,25.618336738200004
2,1,247.80350087400004,24.780350087400006
3,1,243.55067931600001,24.355067931600004
4,1,242.66631254100002,24.266631254100005
5,1,245.26045508100003,24.526045508100005
6,1,252.48081848400003,25.248081848400005
7,1,266.300523288,26.630052328800005
8,1,285.225972273,28.522597227300004
9,1,307.323350091,30.7323350091
10,1,307.276183863,30.727618386300005
11,1,293.04770508300004,29.304770508300006
12,1,274.05543727500003,27.405543727500003
13,1,254.25741307200002,25.425741307200003
14,1,259.536100089,25.9536100089
15,1,267.817703622,26.781770362200003
16,1,277.91127641400004,27.791127641400006
17,1,286.79424935400004,28.679424935400007
18,1,289.52202954,28.952202954
19,1,289.83647106,28.983647106000003
20,1,285.42249822300005,28.542249822300008
21,1,277.754055654,27.775405565400003
22,1,269.967697515,26.9967697515
23,1,264.36670794,26.436670794000005
24,1,263.54915998800004,26.354915998800006
1,2,227.158430778,22.715843077800002
2,2,219.72798224599998,21.972798224599998
3,2,215.956994764,21.5956994764
4,2,215.172824539,21.517282453900002
5,2,217.47305719899998,21.747305719899998
6,2,223.875371436,22.3875371436
7,2,236.129338152,23.6129338152
8,2,252.910580967,25.2910580967
9,2,272.50438098899997,27.2504380989
10,2,272.462558577,27.2462558577
11,2,259.846130957,25.984613095700002
12,2,243.00563972499998,24.3005639725
13,2,225.450682288,22.5450682288
14,2,230.131307231,23.0131307231
15,2,237.474625738,23.7474625738
16,2,246.424621906,24.6424621906
17,2,254.30117616599998,25.4301176166
18,2,256.71990566,25.671990566
19,2,256.99872174,25.699872174000003
20,2,253.084841017,25.308484101700003
21,2,246.285213866,24.6285213866
22,2,239.38103068499998,23.9381030685
23,2,234.41461926,23.441461926000002
24,2,233.689697452,23.3689697452
1,3,290.458196352,29.045819635200004
2,3,280.957185664,28.095718566400002
3,3,276.135378176,27.613537817600005
4,3,275.132691776,27.5132691776
5,3,278.073905216,27.807390521600002
6,3,286.260282624,28.626028262400002
7,3,301.928928768,30.192892876800002
8,3,323.38641772799997,32.338641772799996
9,3,348.440208576,34.8440208576
10,3,348.386731968,34.8386731968
11,3,332.254621888,33.2254621888
12,3,310.7213744,31.072137440000002
13,3,288.274568192,28.827456819200002
14,3,294.259491904,29.425949190400004
15,3,303.64909299199996,30.364909299199997
16,3,315.093087104,31.509308710400003
17,3,325.164514944,32.5164514944
18,3,328.25724543999996,32.825724543999996
19,3,328.61375616,32.861375616
20,3,323.609236928,32.3609236928
21,3,314.91483174399997,31.4914831744
22,3,306.08673504,30.608673504000002
23,3,299.73638783999996,29.973638784
24,3,298.809459968,29.8809459968
1,4,171.424918512,17.142491851200003
2,4,165.817536784,16.581753678400002
3,4,162.971764256,16.2971764256
4,4,162.37999085599998,16.2379990856
5,4,164.11585949599998,16.4115859496
6,4,168.947360544,16.8947360544
7,4,178.194806208,17.8194806208
8,4,190.858756968,19.0858756968
9,4,205.64520165599998,20.5645201656
10,4,205.61364040799998,20.5613640408
11,4,196.09266392799998,19.6092663928
12,4,183.3840014,18.33840014
13,4,170.136167552,17.0136167552
14,4,173.668397224,17.366839722399998
15,4,179.210026352,17.9210026352
16,4,185.96413342399998,18.596413342399998
17,4,191.908168464,19.1908168464
18,4,193.73346063999998,19.373346064
19,4,193.94386896,19.394386896
20,4,190.990262168,19.0990262168
21,4,185.85892926399998,18.5858929264
22,4,180.64869324,18.064869324
23,4,176.90079504,17.690079504
24,4,176.35373340799998,17.635373340799998
1,5,109.534366476,10.9534366476
2,5,105.951450932,10.595145093200001
3,5,104.133104488,10.4133104488
4,5,103.754982538,10.3754982538
5,5,104.86414025799999,10.4864140258
6,5,107.95129591199999,10.7951295912
7,5,113.860081584,11.386008158400001
8,5,121.951891314,12.1951891314
9,5,131.399898438,13.139989843800002
10,5,131.379731934,13.1379731934
11,5,125.29616989399999,12.5296169894
12,5,117.17579094999999,11.717579095
13,5,108.710900896,10.871090089600001
14,5,110.967868802,11.0967868802
15,5,114.508770796,11.4508770796
16,5,118.82440265199999,11.8824402652
17,5,122.62242757199999,12.2622427572
18,5,123.78872372,12.378872372
19,5,123.92316708,12.392316708000001
20,5,122.035918414,12.2035918414
21,5,118.757180972,11.8757180972
22,5,115.42802727,11.542802727000002
23,5,113.03325491999999,11.303325491999999
24,5,112.683702184,11.268370218400001
1,6,25.069544496,2.5069544496000002
2,6,24.249509072,2.4249509072
3,6,23.833337248,2.3833337248
4,6,23.746795048,2.3746795048
5,6,24.000652168,2.4000652168
6,6,24.707221152,2.4707221152
7,6,26.059587263999997,2.6059587264
8,6,27.911590344,2.7911590344
9,6,30.073991447999997,3.0073991448
10,6,30.069375863999998,3.0069375864
11,6,28.677008024,2.8677008024
12,6,26.8184662,2.68184662
13,6,24.881074815999998,2.4881074816
14,6,25.397635592,2.5397635592000003
15,6,26.208055215999998,2.6208055216
16,6,27.195790192,2.7195790192000002
17,6,28.065058512,2.8065058512000003
18,6,28.33199312,2.833199312
19,6,28.36276368,2.836276368
20,6,27.930821943999998,2.7930821944
21,6,27.180404912,2.7180404912
22,6,26.41844892,2.641844892
23,6,25.870348319999998,2.587034832
24,6,25.790344863999998,2.5790344864
1,7,39.580709238000004,3.9580709238000007
2,7,38.286007466,3.8286007466000003
3,7,37.628940244000006,3.762894024400001
4,7,37.492304269,3.7492304269000005
5,7,37.893103129,3.7893103129000005
6,7,39.008659956,3.9008659956000002
7,7,41.143824792000004,4.1143824792000006
8,7,44.067834657000006,4.406783465700001
9,7,47.481912219,4.7481912219
10,7,47.474624967000004,4.747462496700001
11,7,45.276303947,4.5276303947
12,7,42.341970475000004,4.2341970475
13,7,39.283146448000004,3.9283146448000004
14,7,40.098711401,4.0098711401000005
15,7,41.378231398000004,4.137823139800001
16,7,42.937703326000005,4.2937703326
17,7,44.310135786000004,4.431013578600001
18,7,44.731581860000006,4.473158186000001
19,7,44.780163540000004,4.478016354
20,7,44.098198207,4.4098198207
21,7,42.913412486000006,4.291341248600001
22,7,41.710408635,4.1710408635
23,7,40.84504746,4.084504746
24,7,40.718735092,4.0718735092000005
1,8,138.840611328,13.8840611328
2,8,134.29907609600002,13.429907609600003
3,8,131.994225664,13.199422566400001
4,8,131.514936064,13.151493606400003
5,8,132.92085222400001,13.292085222400003
6,8,136.833985536,13.6833985536
7,8,144.32368435200001,14.432368435200003
8,8,154.580481792,15.4580481792
9,8,166.55633126400002,16.6556331264
10,8,166.530769152,16.6530769152
11,8,158.819532032,15.881953203200002
12,8,148.5265216,14.85265216
13,8,137.79682508800002,13.779682508800002
14,8,140.657651456,14.0657651456
15,8,145.145932288,14.514593228800003
16,8,150.616224256,15.061622425600001
17,8,155.43042201600002,15.543042201600002
18,8,156.90876416,15.690876416000002
19,8,157.07917824,15.707917824
20,8,154.686990592,15.4686990592
21,8,150.531017216,15.053101721600001
22,8,146.31113856000002,14.631113856000002
23,8,143.27563776,14.327563776
24,8,142.832561152,14.283256115200002
1,9,314.707149828,31.470714982800004
2,9,304.41294559600004,30.441294559600006
3,9,299.188588664,29.9188588664
4,9,298.10219281400003,29.810219281400006
5,9,301.28895397400004,30.128895397400004
6,9,310.158772536,31.015877253600003
7,9,327.135518352,32.7135518352
8,9,350.384389542,35.038438954200004
9,9,377.52980051400004,37.75298005140001
10,9,377.471859402,37.747185940200005
11,9,359.992957282,35.9992957282
12,9,336.66200285,33.666200285
13,9,312.341221088,31.2341221088
14,9,318.825797206,31.882579720600003
15,9,328.999290788,32.8999290788
16,9,341.398688756,34.1398688756
17,9,352.31093151600004,35.23109315160001
18,9,355.66185916,35.566185916
19,9,356.04813324,35.604813324000006
20,9,350.625810842,35.062581084200005
21,9,341.205551716,34.1205551716
22,9,331.64043981000003,33.164043981000006
23,9,324.75993276,32.475993276000004
24,9,323.755620152,32.3755620152
1,10,41.18565231,4.118565231000001
2,10,39.838452170000004,3.9838452170000007
3,10,39.15474178,3.915474178
4,10,39.012565405000004,3.9012565405000004
5,10,39.429616105,3.9429616105000003
6,10,40.59040722,4.059040722000001
7,10,42.812150040000006,4.281215004000001
8,10,45.854724465000004,4.585472446500001
9,10,49.407238155,4.9407238155
10,10,49.399655415000005,4.939965541500001
11,10,47.112195515,4.7112195515
12,10,44.058878875000005,4.4058878875000005
13,10,40.87602376,4.087602376
14,10,41.724658745000006,4.172465874500001
15,10,43.056061510000006,4.305606151000001
16,10,44.67876787,4.467876787000001
17,10,46.106850570000006,4.610685057
18,10,46.545385700000004,4.654538570000001
19,10,46.5959373,4.65959373
20,10,45.886319215,4.5886319215
21,10,44.653492070000006,4.465349207000001
22,10,43.401708075,4.340170807500001
23,10,42.501257700000004,4.25012577
24,10,42.369823540000006,4.236982354000001
1,11,76.31235774000001,7.631235774000001
2,11,73.81614818,7.381614818
3,11,72.54931012,7.254931012
4,11,72.28587337,7.2285873370000004
5,11,73.05862117000001,7.305862117000001
6,11,75.20943588,7.520943588000001
