hour,bus_id,demandP,demandQ
1,1,276.952229778,27.6952229778
2,1,268.344393168,26.8344393168
3,1,263.26616262000005,26.326616262000005
4,1,262.24815819900004,26.224815819900005
5,1,263.76533853300003,26.376533853300003
6,1,270.274277997,27.027427799700003
7,1,284.16866266200003,28.416866266200003
8,1,307.20543452100003,30.720543452100003
9,1,340.94894013600003,34.094894013600005
10,1,351.37660704300004,35.1376607043
11,1,348.971129415,34.897112941500005
12,1,341.774349126,34.1774349126
13,1,324.65300836200004,32.46530083620001
14,1,335.06888371200006,33.506888371200006
15,1,340.13139218400005,34.013139218400006
16,1,341.19656283300003,34.1196562833
17,1,344.006883918,34.4006883918
18,1,334.25133576,33.425133576
19,1,323.894418195,32.3894418195
20,1,312.547009842,31.254700984200003
21,1,302.748225975,30.274822597500005
22,1,289.415905527,28.941590552700003
23,1,282.30166613700004,28.230166613700007
24,1,286.30686499800004,28.630686499800007
1,2,245.574232862,24.557423286200002
2,2,237.941642672,23.794164267200003
3,2,233.43876297999998,23.343876297999998
4,2,232.536095921,23.253609592100002
5,2,233.88138350699998,23.3881383507
6,2,239.652876363,23.9652876363
7,2,251.973061898,25.197306189800003
8,2,272.399824959,27.2399824959
9,2,302.32027554399997,30.2320275544
10,2,311.56651379699997,31.156651379699998
11,2,309.433570785,30.9433570785
12,2,303.052167754,30.305216775399998
13,2,287.870632198,28.787063219800004
14,2,297.106414848,29.7106414848
15,2,301.595353736,30.1595353736
16,2,302.539843207,30.2539843207
17,2,305.031761922,30.5031761922
18,2,296.38149304,29.638149304000002
19,2,287.197988405,28.7197988405
20,2,277.136213118,27.7136213118
21,2,268.44760702499997,26.844760702499997
22,2,256.625805233,25.6625805233
23,2,250.31759142299998,25.0317591423
24,2,253.869011242,25.3869011242
1,3,314.005729408,31.4005729408
2,3,304.246248448,30.424624844800004
3,3,298.48860032,29.848860032
4,3,297.334396864,29.7334396864
5,3,299.054561088,29.905456108800003
6,3,306.434332992,30.6434332992
7,3,322.187650432,32.2187650432
8,3,348.30651705599996,34.8306517056
9,3,386.56457369599997,38.6564573696
10,3,398.387360448,39.8387360448
11,3,395.66005344,39.566005344000004
12,3,387.500414336,38.7500414336
13,3,368.088405632,36.8088405632
14,3,379.897823232,37.989782323200004
15,3,385.637645824,38.563764582400005
16,3,386.845325888,38.6845325888
17,3,390.03164044799996,39.0031640448
18,3,378.97089536,37.897089536
19,3,367.22832352,36.722832352000005
20,3,354.362742912,35.4362742912
21,3,343.2529776,34.325297760000005
22,3,328.136923072,32.8136923072
23,3,320.07086803199996,32.007086803199996
24,3,324.611923328,32.4611923328
1,4,185.322388048,18.5322388048
2,4,179.56246028799998,17.9562460288
3,4,176.16436592,17.616436592
4,4,175.483168984,17.5483168984
5,4,176.49838912799999,17.6498389128
6,4,180.853841352,18.085384135199998
7,4,190.15125899199998,19.015125899199997
8,4,205.56629853599998,20.5566298536
9,4,228.145741376,22.8145741376
10,4,235.12340728799998,23.512340728799998
11,4,233.51378363999999,23.351378364
12,4,228.69806321599998,22.8698063216
13,4,217.241330192,21.7241330192
14,4,224.21110579199998,22.4211105792
15,4,227.59867974399998,22.7598679744
16,4,228.31143792799998,22.8311437928
17,4,230.19196228799998,23.0191962288
18,4,223.66404415999997,22.366404415999998
19,4,216.73372012,21.673372012
20,4,209.140609872,20.914060987200003
21,4,202.58376059999998,20.25837606
22,4,193.662447832,19.366244783200003
23,4,188.901959592,18.8901959592
24,4,191.58203556799998,19.1582035568
1,5,118.41435040399999,11.8414350404
2,5,114.733963424,11.473396342400001
3,5,112.56270316,11.256270316
4,5,112.12744278199999,11.212744278199999
5,5,112.776131994,11.277613199400001
6,5,115.559109546,11.555910954600002
7,5,121.499825516,12.1499825516
8,5,131.349482178,13.1349482178
9,5,145.776935248,14.5776935248
10,5,150.235413174,15.023541317400001
11,5,149.20692147,14.920692147
12,5,146.129849068,14.612984906800001
13,5,138.809408116,13.880940811599999
14,5,143.262844416,14.326284441600002
15,5,145.42738251199998,14.5427382512
16,5,145.882809394,14.5882809394
17,5,147.084396924,14.7084396924
18,5,142.91329168,14.291329167999999
19,5,138.48506351,13.848506351000001
20,5,133.633338756,13.3633338756
21,5,129.44374754999998,12.944374754999998
22,5,123.743349086,12.3743349086
23,5,120.701568066,12.0701568066
24,5,122.414040364,12.2414040364
1,6,27.101939983999998,2.7101939984
2,6,26.259595903999998,2.6259595904
3,6,25.76265136,2.576265136
4,6,25.663031672,2.5663031672
5,6,25.811499624,2.5811499624
6,6,26.448450215999998,2.6448450216
7,6,27.808124336,2.7808124336
8,6,30.062452487999998,3.0062452488
9,6,33.364518208,3.3364518208000002
10,6,34.384946903999996,3.4384946903999998
11,6,34.149552119999996,3.4149552119999997
12,6,33.445290928,3.3445290928
13,6,31.769833935999998,3.1769833936
14,6,32.789108735999996,3.2789108735999997
15,6,33.284514752,3.3284514752
16,6,33.388750024,3.3388750024
17,6,33.663761904,3.3663761904
18,6,32.709105279999996,3.270910528
19,6,31.69559996,3.1695599960000003
20,6,30.585167375999998,3.0585167375999998
21,6,29.6262798,2.96262798
22,6,28.321608056,2.8321608056
23,6,27.625424136,2.7625424136000003
24,6,28.017364144,2.8017364144
1,7,42.789529202000004,4.278952920200001
2,7,41.459605712000005,4.145960571200001
3,7,40.67501158,4.067501158000001
4,7,40.517728391000006,4.051772839100001
5,7,40.752134997000006,4.075213499700001
6,7,41.757775773000006,4.175777577300001
7,7,43.904478758,4.3904478758000005
8,7,47.463694089,4.746369408900001
9,7,52.677115624,5.267711562400001
10,7,54.28820558700001,5.428820558700001
11,7,53.916555735,5.3916555735000005
12,7,52.804642534,5.280464253400001
13,7,50.15937005800001,5.0159370058000015
14,7,51.768638208000006,5.176863820800001
15,7,52.550803256,5.255080325600001
16,7,52.715373697000004,5.271537369700001
17,7,53.149572462,5.3149572462000005
18,7,51.642325840000005,5.1642325840000005
19,7,50.042166755000004,5.0042166755
20,7,48.288975378,4.8288975378000005
21,7,46.775048775,4.6775048775000005
22,7,44.715185543000004,4.4715185543
23,7,43.61602503300001,4.361602503300001
24,7,44.234834182,4.4234834182
1,8,150.096461312,15.0096461312
2,8,145.43137587200002,14.543137587200002
3,8,142.67918848000002,14.267918848000003
4,8,142.127472896,14.212747289600001
5,8,142.949720832,14.294972083200001
6,8,146.477292288,14.647729228800001
7,8,154.007464448,15.400746444800001
8,8,166.49242598400002,16.649242598400004
9,8,184.779986944,18.4779986944
10,8,190.431343872,19.043134387200002
11,8,189.12767616000002,18.912767616000004
12,8,185.227323904,18.5227323904
13,8,175.948277248,17.594827724800002
14,8,181.593243648,18.1593243648
15,8,184.33691033600002,18.433691033600002
16,8,184.914188032,18.491418803200002
17,8,186.43726387200002,18.6437263872
18,8,181.15016704,18.115016704000002
19,8,175.53715328,17.553715328000003
20,8,169.38733516800002,16.938733516800003
