hour,bus_id,demandP,demandQ
1,1,221.93282481600002,22.193282481600004
2,1,214.637781552,21.463778155200004
3,1,210.054796398,21.0054796398
4,1,207.58249994700003,20.758249994700005
5,1,209.17829066100003,20.917829066100005
6,1,215.43567690900002,21.543567690900005
7,1,230.226219906,23.0226219906
8,1,257.704478235,25.770447823500003
9,1,290.563617075,29.056361707500002
10,1,306.35251189800005,30.635251189800005
11,1,309.426177756,30.942617775600002
12,1,309.40652516100005,30.940652516100005
13,1,301.914955947,30.1914955947
14,1,311.741253447,31.174125344700002
15,1,313.93841356800004,31.393841356800007
16,1,312.27973455000006,31.227973455000008
17,1,311.47790867400005,31.147790867400005
18,1,303.530399256,30.3530399256
19,1,296.817072804,29.681707280400005
20,1,291.491219559,29.1491219559
21,1,280.01803459800004,28.001803459800005
22,1,267.58187248200005,26.758187248200006
23,1,256.48601734500005,25.648601734500005
24,1,249.72552466500002,24.972552466500005
1,2,196.788389264,19.6788389264
2,2,190.319856208,19.0319856208
3,2,186.256111842,18.6256111842
4,2,184.063920413,18.406392041300002
5,2,185.47891201899998,18.547891201899997
6,2,191.027352011,19.1027352011
7,2,204.14216337399998,20.4142163374
8,2,228.507203565,22.850720356500002
9,2,257.643483925,25.7643483925
10,2,271.643536342,27.1643536342
11,2,274.368963524,27.436896352399998
12,2,274.351537519,27.4351537519
13,2,267.708744413,26.7708744413
14,2,276.421746913,27.6421746913
15,2,278.369974272,27.8369974272
16,2,276.89921945,27.689921945
17,2,276.188238446,27.6188238446
18,2,269.141162024,26.9141162024
19,2,263.188438716,26.318843871600002
20,2,258.46599136099996,25.846599136099996
21,2,248.292689642,24.8292689642
22,2,237.265513678,23.7265513678
23,2,227.42679125499998,22.7426791255
24,2,221.432245535,22.1432245535
1,3,251.625266176,25.1625266176
2,3,243.354217472,24.3354217472
3,3,238.158073728,23.815807372800002
4,3,235.35500819199999,23.5355008192
5,3,237.164300096,23.716430009600003
6,3,244.258863424,24.425886342400002
7,3,261.02823641599997,26.102823641599997
8,3,292.18281695999997,29.218281696
9,3,329.4381872,32.94381872
10,3,347.339481728,34.733948172800005
11,3,350.824374016,35.0824374016
12,3,350.80209209599997,35.0802092096
13,3,342.308224192,34.2308224192
14,3,353.44918419199996,35.3449184192
15,3,355.940302848,35.5940302848
16,3,354.0597088,35.405970880000005
17,3,353.15060646399996,35.3150606464
18,3,344.139798016,34.4139798016
19,3,336.528294144,33.652829414399996
20,3,330.489893824,33.0489893824
21,3,317.481708928,31.7481708928
22,3,303.381709952,30.338170995200002
23,3,290.80133792,29.080133791999998
24,3,283.13635744,28.313635744
1,4,148.506192256,14.8506192256
2,4,143.624719232,14.3624719232
3,4,140.558017968,14.0558017968
4,4,138.903682552,13.8903682552
5,4,139.971504776,13.9971504776
6,4,144.158630344,14.4158630344
7,4,154.055711696,15.405571169600002
8,4,172.44276875999998,17.244276875999997
9,4,194.4304382,19.44304382
10,4,204.995565968,20.4995565968
11,4,207.05230729599998,20.7052307296
12,4,207.039156776,20.7039156776
13,4,202.02617855199998,20.2026178552
14,4,208.601438552,20.8601438552
15,4,210.071666688,21.0071666688
16,4,208.9617628,20.896176280000002
17,4,208.42522158399998,20.8425221584
18,4,203.10715129599998,20.3107151296
19,4,198.61493366399998,19.861493366399998
20,4,195.051142744,19.5051142744
21,4,187.373869168,18.737386916800002
22,4,179.052220112,17.9052220112
23,4,171.62743652,17.162743652
24,4,167.10365764,16.710365764
1,5,94.890123488,9.489012348800001
2,5,91.771037536,9.177103753599999
3,5,89.811525564,8.9811525564
4,5,88.754464646,8.875446464600001
5,5,89.43676469799999,8.9436764698
6,5,92.112187562,9.211218756200001
7,5,98.43606710799999,9.8436067108
8,5,110.18473623,11.018473623
9,5,124.23406734999999,12.423406735
10,5,130.984804564,13.0984804564
11,5,132.29898840799999,13.229898840799999
12,5,132.290585698,13.229058569800001
13,5,129.08747264599998,12.908747264599999
14,5,133.288827646,13.3288827646
15,5,134.228250624,13.422825062400001
16,5,133.5190619,13.351906190000001
17,5,133.176231332,13.3176231332
18,5,129.77817540799998,12.977817540799998
19,5,126.907809672,12.6907809672
20,5,124.630675262,12.4630675262
21,5,119.725173164,11.972517316400001
22,5,114.407938276,11.4407938276
23,5,109.66376821,10.966376821
24,5,106.77323597,10.677323597
1,6,21.717861248,2.1717861248
2,6,21.003984256,2.1003984256
3,6,20.555503343999998,2.0555503344
4,6,20.313569815999998,2.0313569815999997
5,6,20.469730408,2.0469730408
6,6,21.082064552,2.1082064552
7,6,22.529434767999998,2.2529434768
8,6,25.21839708,2.521839708
9,6,28.4339206,2.84339206
10,6,29.978987344,2.9978987344
11,6,30.279769568,3.0279769568
12,6,30.277846408,3.0277846408
13,6,29.544737815999998,2.9544737816
14,6,30.506317816,3.0506317816
15,6,30.721327104,3.0721327104
16,6,30.5590124,3.0559012400000003
17,6,30.480547471999998,3.0480547472
18,6,29.702821567999997,2.9702821567999997
19,6,29.045870112,2.9045870112000003
20,6,28.524693751999997,2.8524693752
21,6,27.401952943999998,2.7401952944
22,6,26.184977296,2.6184977296
23,6,25.099161159999998,2.509916116
24,6,24.43759412,2.4437594120000004
1,7,34.288949744,3.4288949744000004
2,7,33.161854768000005,3.3161854768000008
3,7,32.453776782000006,3.2453776782000006
4,7,32.071803323000005,3.2071803323000005
5,7,32.318355349,3.2318355349
6,7,33.285130781,3.3285130781000003
7,7,35.570291554,3.5570291554000004
8,7,39.815723115000004,3.981572311500001
9,7,44.892508675,4.4892508675
10,7,47.331916282,4.7331916282
11,7,47.806802204,4.7806802204
12,7,47.803765849,4.7803765849
13,7,46.646307323,4.6646307323
14,7,48.164484823,4.8164484823
15,7,48.503949312,4.8503949312
