hour,bus_id,demandP,demandQ
1,1,231.25994640300001,23.125994640300004
2,1,222.55777733700003,22.255777733700004
3,1,217.935486993,21.793548699300004
4,1,215.48677365600003,21.548677365600003
5,1,216.72095662200002,21.672095662200004
6,1,219.57844393500002,21.957844393500004
7,1,222.20796114600003,22.220796114600006
8,1,217.83722401800003,21.783722401800006
9,1,214.64171207100003,21.464171207100005
10,1,206.78067407100002,20.678067407100002
11,1,202.44138109500003,20.244138109500003
12,1,194.60785672800003,19.460785672800004
13,1,187.788406263,18.778840626300003
14,1,191.196166236,19.119616623600002
15,1,194.50959375300002,19.450959375300002
16,1,201.19540657200002,20.119540657200005
17,1,211.74491956800003,21.174491956800004
18,1,220.61610095100002,22.061610095100004
19,1,229.46369922000002,22.946369922000002
20,1,236.36962110300001,23.636962110300004
21,1,235.01752256700001,23.5017522567
22,1,232.00281449400003,23.200281449400006
23,1,229.65629465100002,22.965629465100005
24,1,226.853834604,22.685383460400004
1,2,205.058771237,20.505877123700003
2,2,197.342536223,19.734253622300002
3,2,193.24393984699998,19.3243939847
4,2,191.07265962399998,19.1072659624
5,2,192.16701273799998,19.2167012738
6,2,194.700753865,19.4700753865
7,2,197.032353334,19.703235333400002
8,2,193.15680982199999,19.3156809822
9,2,190.323341409,19.0323341409
10,2,183.352939409,18.335293940899998
11,2,179.50527750499998,17.950527750499997
12,2,172.55927191199999,17.255927191199998
13,2,166.51244817699998,16.6512448177
14,2,169.534117444,16.9534117444
15,2,172.472141887,17.2472141887
16,2,178.40046878799998,17.8400468788
17,2,187.754748272,18.7754748272
18,2,195.62084692899998,19.5620846929
19,2,203.46603438,20.346603438000002
20,2,209.589532537,20.958953253700003
21,2,208.390623393,20.8390623393
22,2,205.71747422599998,20.571747422599998
23,2,203.636809229,20.363680922900002
24,2,201.151860916,20.115186091600002
1,3,262.200265408,26.220026540800003
2,3,252.333831232,25.2333831232
3,3,247.093123648,24.7093123648
4,3,244.316796416,24.4316796416
5,3,245.71610099199998,24.5716100992
6,3,248.95589216,24.895589216
7,3,251.937213056,25.1937213056
8,3,246.981714048,24.6981714048
9,3,243.358673856,24.3358673856
10,3,234.445905856,23.4445905856
11,3,229.52605792,22.952605792
12,3,220.644484608,22.0644484608
13,3,212.912658368,21.2912658368
14,3,216.776343296,21.6776343296
15,3,220.533075008,22.053307500800003
16,3,228.11338419199998,22.8113384192
17,3,240.074318848,24.0074318848
18,3,250.13237753599998,25.0132377536
19,3,260.16369792,26.016369792000003
20,3,267.993564608,26.7993564608
21,3,266.460568512,26.6460568512
22,3,263.042521984,26.304252198400004
23,3,260.38206073599997,26.038206073599998
24,3,257.204658944,25.720465894400004
1,4,154.747429048,15.4747429048
2,4,148.924378792,14.892437879200001
3,4,145.831376488,14.5831376488
4,4,144.19282169599998,14.419282169599999
5,4,145.018674352,14.501867435200001
6,4,146.93075996,14.693075996
7,4,148.690299536,14.8690299536
8,4,145.765623888,14.5765623888
9,4,143.62734933599998,14.362734933599999
10,4,138.367141336,13.836714133600001
11,4,135.46350651999998,13.546350652
12,4,130.221709248,13.022170924800001
13,4,125.658478808,12.5658478808
14,4,127.938778976,12.7938778976
15,4,130.155956648,13.015595664800001
16,4,134.629763552,13.462976355199999
17,4,141.688962688,14.168896268800001
18,4,147.625107416,14.7625107416
19,4,153.54547151999998,15.354547151999999
20,4,158.166564248,15.8166564248
21,4,157.26180847199998,15.726180847199998
22,4,155.244518704,15.5244518704
23,4,153.67434661599998,15.367434661599999
24,4,151.79908246399998,15.179908246399998
1,5,98.878049654,9.8878049654
2,5,95.157329666,9.5157329666
3,5,93.181012274,9.3181012274
4,5,92.134034608,9.2134034608
5,5,92.661724796,9.2661724796
6,5,93.88347883,9.388347883
7,5,95.007761428,9.5007761428
8,5,93.13899872399999,9.313899872399999
9,5,91.772718078,9.1772718078
10,5,88.41163407799999,8.8411634078
11,5,86.55631570999999,8.655631570999999
12,5,83.20699550399999,8.320699550399999
13,5,80.291255134,8.0291255134
14,5,81.748285048,8.1748285048
15,5,83.164981954,8.3164981954
16,5,86.02358389599999,8.602358389599999
17,5,90.534158624,9.0534158624
18,5,94.327141918,9.4327141918
19,5,98.11004195999999,9.811004195999999
20,5,101.062754254,10.1062754254
21,5,100.484647806,10.0484647806
22,5,99.195672092,9.9195672092
23,5,98.192388518,9.819238851800002
24,5,96.994162072,9.6994162072
1,6,22.630592984,2.2630592984
2,6,21.779017736,2.1779017736
3,6,21.326690504,2.1326690504
4,6,21.087064767999998,2.1087064767999997
5,6,21.207839216,2.1207839216
6,6,21.48746668,2.1487466680000002
7,6,21.744785487999998,2.1744785488
8,6,21.317074704,2.1317074704
9,6,21.004368888,2.1004368888
10,6,20.235104888,2.0235104888
11,6,19.81047116,1.981047116
12,6,19.043899584,1.9043899584
13,6,18.376563064,1.8376563064
14,6,18.710039008,1.8710039008
15,6,19.034283784,1.9034283784000001
16,6,19.688542816,1.9688542815999999
17,6,20.720895104,2.0720895104
18,6,21.589009528,2.1589009528
19,6,22.45481616,2.245481616
20,6,23.130614584,2.3130614584
21,6,22.998301176,2.2998301176
22,6,22.703288432,2.2703288432
23,6,22.473663128,2.2473663128
24,6,22.199420512,2.2199420512
1,7,35.730003827000004,3.5730003827000005
2,7,34.385505833,3.4385505833000005
3,7,33.671355137000006,3.367135513700001
4,7,33.293025304000004,3.3293025304000006
5,7,33.483708398000005,3.3483708398000007
6,7,33.925194415,3.3925194415
7,7,34.331458714,3.4331458714000003
8,7,33.656173362000004,3.3656173362000006
9,7,33.162462039000005,3.3162462039000005
10,7,31.947920039000003,3.1947920039000004
11,7,31.277492855000002,3.1277492855
